공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
여울공원,문화공원,,경기도 파주시 와동동 1428,37.725303,126.762119,1637,,,,,"벽천,분수",2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
해마루공원,문화공원,,경기도 파주시 야당동 1058,37.710801,126.759979,270,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
빛오름공원,수변공원,,경기도 파주시 야당동 1086,37.715283,126.761163,860,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
교하중앙공원,근린공원,,경기도 파주시 동패동 1692,37.7239333978,126.7170034445,83126,배드민턴장,,"화장실,주차장",도서관,분수,2006-12-11,파주시 공원관리사업소,031-940-5382,2020-03-18
송골공원,근린공원,,경기도 파주시 문발동 563,37.722651,126.709747,38621,배드민턴장,,,,,2006-12-11,파주시 공원관리사업소,031-940-5382,2020-03-18
노을빛공원,근린공원,경기도 파주시 순못길 87,경기도 파주시 다율동 988번지,37.7294249836,126.7152083890,30059,,,,공연장,,2006-12-11,파주시 공원관리사업소,031-940-5382,2020-03-18
다율공원,근린공원,,경기도 파주시 다율동 984,37.730227,126.721221,41633,"배드민턴장,족구장,농구장",,,,,2006-12-11,파주시 공원관리사업소,031-940-5382,2020-03-18
문발공원,근린공원,,경기도 파주시 문발동 593,37.719778,126.704921,14599,"배드민턴장,족구장,농구장",,,,,2006-12-11,파주시 공원관리사업소,031-940-5382,2020-03-18
소공원 8호,소공원,,경기도 파주시 목동동 717,37.731251,126.745253,433,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 9호,소공원,,경기도 파주시 목동동 801,37.730893,126.743773,221,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 10호,소공원,,경기도 파주시 목동동 산53-21,37.729865,126.740319,515,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 11호,소공원,,경기도 파주시 목동동 산53-21,37.728355,126.737271,595,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 12호,소공원,,경기도 파주시 목동동 894,37.732458,126.736815,206,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 13호,소공원,,경기도 파주시 목동동 891,37.732096,126.736674,287,,,,,분수,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 14호,소공원,,경기도 파주시 목동동 1037,37.723714,126.737258,1039,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 16호,소공원,,경기도 파주시 목동동 1102,37.719987,126.738377,557,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 17호,소공원,,경기도 파주시 목동동 1121,37.719572,126.738304,531,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 18호,소공원,,경기도 파주시 동패동 1813,37.715085,126.741658,361,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 20호,소공원,,경기도 파주시 동패동 1850,37.714742,126.737433,691,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 21호,소공원,,경기도 파주시 동패동 1875,37.712736,126.736016,701,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 22호,소공원,,경기도 파주시 동패동 1914,37.710271,126.737997,530,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 23호,소공원,,경기도 파주시 동패동 1931,37.709462,126.737411,304,,,,,,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
소공원 25호,소공원,,경기도 파주시 동패동 1950,37.710251,126.736137,1098,,,,,분수,2014-12-29,파주시 공원관리사업소,031-940-8694,2020-03-18
숲속길어린이공원,어린이공원,,경기도 파주시 문발동 587-1,37.721923,126.704973,1500,,조합놀이대,,,,2006-12-11,파주시 공원관리사업소,031-940-5382,2020-03-18
파주출판단지 근린공원,근린공원,,경기도 파주시 문발동 496-1,37.719557,126.688251,10620,,,화장실,,,2010-07-01,파주시 공원관리사업소,031-940-5382,2020-03-18
신촌산업단지 소공원 1호,소공원,,경기도 파주시 신촌동 640,37.727991,126.694647,2520,,,,,,2010-07-01,파주시 공원관리사업소,031-940-5382,2020-03-18
놀이(80호),어린이공원,경기도 평택시 동삭동 683-1,경기도 평택시 동삭동 683-1,37.017581,127.094393,1526.8,운동기구,놀이터,,,"앉음벽, 파고라, 평의자",1997-07-16,평택시청(공원과),031-8024-4241,2019-05-02
바다,어린이공원,경기도 평택시 용이동 588-2,경기도 평택시 용이동 588-2,37.001634,127.141569,1934.9,운동기구,놀이터,,,"앉음벽, 파고라",2010-09-24,평택시청(공원과),031-8024-4241,2019-05-02
신작,어린이공원,경기도 평택시 합정동 908-4,경기도 평택시 합정동 908-4,36.989824,127.102075,2030.8,운동기구,놀이터,음수대,,"파고라, 등의자, 평의자",1905-06-20,평택시청(공원과),031-8024-4241,2019-05-02
조개터1호,어린이공원,경기도 평택시 합정동 921-1,경기도 평택시 합정동 921-1,36.989112,127.099843,1632.8,운동기구,놀이터,,,"파고라, 등의자, 평의자",1905-06-20,평택시청(공원과),031-8024-4241,2019-05-02
반지산,근린공원,경기도 평택시 이충동 662,경기도 평택시 이충동 662,37.058811,127.064793,25136,배드민턴장,놀이터,화장실,,"인공폭포, 원형보존지",2005-05-09,평택시청(공원과),031-8024-4281,2019-05-02
석정,근린공원,경기도 평택시 장당길 120,경기도 평택시 장당동 1-7번지,37.052655,127.064793,1956,"배드민턴장, 운동기구",,,장당근로복지관,"자연석쌓기, 기념비",1989-06-16,평택시청(공원과),031-8024-4281,2019-05-02
장당택지,근린공원,경기도 평택시 이충동 615,경기도 평택시 이충동 615,37.050756,127.057291,10277,,놀이터,화장실,공연장,소나무림,2005-03-07,평택시청(공원과),031-8024-4281,2019-05-02
송탄,근린공원,경기도 평택시 지산동 산 182-3,경기도 평택시 지산동 산 182-3,37.078632,127.059947,182249,운동기구,놀이터,화장실,도서관,산책로,1989-06-16,평택시청(공원과),031-8024-4281,2019-05-02
신대,어린이공원,경기도 평택시 신대동 418-9,경기도 평택시 신대동 418-9,36.998865,127.064179,2113,운동기구,놀이터,,,"앉음벽, 정자, 등의자, 평의자",2016-02-29,평택시청(공원과),031-8024-4241,2019-05-02
지장,어린이공원,경기도 평택시 서정동 790,경기도 평택시 서정동 790,37.069986,127.059026,1657,운동기구,놀이터,,,"파고라, 등의자, 평의자, 평상",1989-06-16,평택시청(공원과),031-8024-4281,2019-05-02
풍진,어린이공원,경기도 평택시 서정동 833,경기도 평택시 서정동 833,37.067073,127.055253,1656,다목적공간,놀이터,,,"파고라, 등의자, 평의자, 평상",1989-06-16,평택시청(공원과),031-8024-4281,2019-05-02
옹기,어린이공원,경기도 평택시 서정동 868,경기도 평택시 서정동 868,37.065394,127.057579,1654,운동기구,놀이터,,,"정자, 파고라, 평의자",1989-06-16,평택시청(공원과),031-8024-4281,2019-05-02
신서,어린이공원,경기도 평택시 서정동 906,경기도 평택시 서정동 906,37.061254,127.057462,1654,"운동기구, 지압보도",놀이터,,,"정자, 파고라, 등의자, 평의자",1989-06-16,평택시청(공원과),031-8024-4281,2019-05-02
충혼,어린이공원,경기도 평택시 송일로25번길 14,경기도 평택시 서정동 855번지,37.064361,127.059778,1609,운동기구,놀이터,,,"앉음벽, 정자, 등의자, 평상, 원형의자",1989-06-16,평택시청(공원과),031-8024-4281,2019-05-02
원이충,어린이공원,경기도 평택시 서정동 845,경기도 평택시 서정동 845,37.066241,127.061203,1592,운동기구,놀이터,,,"파고라, 등의자. 평의자",1989-06-16,평택시청(공원과),031-8024-4281,2019-05-02
좌동,어린이공원,경기도 평택시 지산동 1088,경기도 평택시 지산동 1088,37.079111,127.061821,1444,운동기구,"놀이터, 비상급수대",음수대,,"등의자, 평의자, 평상",1992-12-30,평택시청(공원과),031-8024-4281,2019-05-02
지산,어린이공원,경기도 평택시 지산동 1092,경기도 평택시 지산동 1092,37.075245,127.063369,1848,다목적코트,,음수대,,인공폭포,1992-12-30,평택시청(공원과),031-8024-4281,2019-05-02
오좌,어린이공원,경기도 평택시 독곡동 472,경기도 평택시 독곡동 472,37.084511,127.063677,1783,운동기구,,,,"등의자, 평의자, 평상",1993-06-21,평택시청(공원과),031-8024-4281,2019-05-02
송북,어린이공원,"경기도 평택시 지산로 101 (독곡동, 대림아파트)",경기도 평택시 독곡동 491번지 대림아파트,37.081688,127.064451,3863,운동기구,"놀이터,분수",음수대,,"파고라, 등의자, 평의자, 평상",1993-06-21,평택시청(공원과),031-8024-4281,2019-05-02
건지,어린이공원,경기도 평택시 지산동 1136,경기도 평택시 지산동 1136,37.077024,127.066168,1617,운동기구,"놀이터, 비상급수",음수대,,"파고라, 등의자, 평의자, 평상",1993-06-21,평택시청(공원과),031-8024-4281,2019-05-02
이충,어린이공원,경기도 평택시 이충동 590,경기도 평택시 이충동 590,37.063578,127.066863,3145,운동기구,"놀이터, 비상급수",,,"파고라, 앉음벽, 등의자",1993-06-21,평택시청(공원과),031-8024-4281,2019-05-02
장당 1호,어린이공원,경기도 평택시 장당동 631-1,경기도 평택시 장당동 631-1,37.048906,127.057761,2147,농구대,놀이터,자전거보관대,,"파고라, 등의자, 평의자",2005-03-07,평택시청(공원과),031-8024-4281,2019-05-02
장당 2호,어린이공원,경기도 평택시 장당동 632-1,경기도 평택시 장당동 632-1,37.051346,127.061863,2500,"인라인스케이트장, 운동기구",놀이터,자전거보관대,관람대,"파고라, 평의자",2005-03-07,평택시청(공원과),031-8024-4281,2019-05-02
광말,어린이공원,경기도 평택시 이충동 631,경기도 평택시 이충동 631,37.057761,127.062928,1530,운동기구,놀이터,,,"앉음벽, 파고라, 등의자, 평의자",2005-03-07,평택시청(공원과),031-8024-4281,2019-05-02
진위산업단지,근린공원,경기도 평택시 진위면 진위산단로 53-21,경기도 평택시 진위면 청호리 342-4번지,37.122184,127.088691,12100,다목적코트,,화장실,,산책로,2008-10-23,평택시청(공원과),031-8024-4281,2019-05-02
칠괴,근린공원,경기도 평택시 칠괴동 579-1,경기도 평택시 칠괴동 579-1,37.032244,127.088382,10517,운동장,,화장실,,수목,1990-12-09,평택시청(공원과),031-8024-4281,2019-05-02
충의,근린공원,경기도 평택시 이충동 692,경기도 평택시 이충동 692,37.059552,127.071156,14181,다목적코트,놀이터,화장실,,산책로,2005-05-09,평택시청(공원과),031-8024-4281,2019-05-02
서정,근린공원,경기도 평택시 서정동 201-7,경기도 평택시 서정동 201-7,37.059552,127.071156,18910,운동기구,,화장실,,"편백나무 숲,등산로",1966-08-31,평택시청(공원과),031-8024-4281,2019-05-02
부락산(이충분수),근린공원,경기도 평택시 이충동 279-1,경기도 평택시 이충동 279-1,37.065049,127.067689,161070,운동기구,바닥분수,화장실,,계류지,2010-12-30,평택시청(공원과),031-8024-4281,2019-05-02
고덕산업단지1,근린공원,경기도 평택시 고덕면 삼성로 62,경기도 평택시 고덕면 여염리 1650,37.034624,127.050519,56087.7,,,화장실,,"산책로, 원형 보존지",2016-09-30,평택시청(공원과),031-8024-4281,2019-05-02
고덕산업단지2,근린공원,경기도 평택시 고덕면 삼성1로 190,경기도 평택시 고덕면 여염리 1683,37.034624,127.050519,115620.2,"테니스장,",,화장실,,저류지 내 산책로,2016-09-30,평택시청(공원과),031-8024-4281,2019-05-02
여술,근린공원,경기도 평택시 포승읍 도곡리 1108,경기도 평택시 포승읍 도곡리 1108,36.990997,126.842006,40559,"축구장, 풋살장, 족구장, 운동기구",놀이터,화장실,,,1997-09-18,평택시청(공원과),031-8024-4292,2019-05-02
도곡,근린공원,경기도 평택시 포승읍 여술로 47,경기도 평택시 포승읍 도곡리 1110번지,36.989713,126.847655,15000,"다목적운동자, 운동기구, 게이트볼장",놀이터,,,"자연석쌓기, 스탠드",1997-09-18,평택시청(공원과),031-8024-4292,2019-05-02
학현,근린공원,경기도 평택시 안중읍 현화리 637-12,경기도 평택시 안중읍 현화리 637-12,36.983462,126.917103,41993,"족구장, 테니스장, 운동기구",놀이터,화장실,,"자연석쌓기, 옹벽",2010-12-30,평택시청(공원과),031-8024-4292,2019-05-02
안중,근린공원,경기도 평택시 안중읍 현화중앙길 75,경기도 평택시 안중읍 현화리 823-2번지,36.985219,126.920331,11016,"게이트볼장, 운동기구",,화장실,,,1995-05-02,평택시청(공원과),031-8024-4292,2019-05-02
비둘기,근린공원,경기도 평택시 청북읍 어연리 888,경기도 평택시 청북읍 어연리 888,37.049486,126.972925,14693,"미니축구장, 운동기구",,화장실,,"파고라, 등의자, 평의자",2001-02-07,평택시청(공원과),031-8024-4292,2019-05-02
개나리,근린공원,경기도 평택시 청북읍 어연리 898-1,경기도 평택시 청북읍 어연리 898-1,37.051436,126.977508,14926,"족구장, 운동기구",놀이터,화장실,,"파고라, 등의자, 평의자",2001-02-07,평택시청(공원과),031-8024-4292,2019-05-02
현곡,근린공원,경기도 평택시 청북읍 현곡리 453,경기도 평택시 청북읍 현곡리 453,37.036974,126.941668,18928,"농구장, 운동기구",,화장실,,"자연석쌓기, 파고라, 등의자, 평의자",1998-05-08,평택시청(공원과),031-8024-4292,2019-05-02
가사,근린공원,경기도 평택시 청북읍 옥길리 1090,경기도 평택시 청북읍 옥길리 1090,37.024696,126.913794,23286,운동기구,,,,숲속 산책로,2005-10-07,평택시청(공원과),031-8024-4292,2019-05-02
테미,근린공원,경기도 평택시 청북읍 옥길리 1096,경기도 평택시 청북읍 옥길리 1096,37.024696,126.913794,39750,운동기구,놀이터,,,숲속 산책로,2005-10-07,평택시청(공원과),031-8024-4292,2019-05-02
늘푸른,어린이공원,경기도 평택시 군문동 368,경기도 평택시 군문동 368,36.986715,127.082359,2001.4,운동기구,놀이터,,,"앉음벽, 파고라, 등의자, 평의자",1998-12-31,평택시청(공원과),031-8024-4241,2019-05-02
화경,어린이공원,경기도 평택시 합정동 871-5,경기도 평택시 합정동 871-5,36.989874,127.116377,1500,배드민턴장,놀이터,,,"앉음벽, 파고라, 등의자, 평의자",1990-01-08,평택시청(공원과),031-8024-4241,2019-05-02
한방,어린이공원,경기도 평택시 합정동 881,경기도 평택시 합정동 881,36.990734,127.119686,1483.3,운동기구,놀이터,,,"앉음벽, 파고라, 등의자, 평의자",1990-01-08,평택시청(공원과),031-8024-4241,2019-05-02
팽송,어린이공원,경기도 평택시 팽성읍 송화리 770-1,경기도 평택시 팽성읍 송화리 770-1,36.963397,127.054572,1616,"농구장, 운동기구",놀이터,,,"앉음벽, 파고라, 등의자, 평의자",1999-03-19,평택시청(공원과),031-8024-4241,2019-05-02
